Ticker,Returns,Volatility,company,Company,Industry,FullTimeEmployees,FiveYearAvgDividendYield,Beta,RegularMarketVolume,MarketCap,ProfitMargins,PriceToBook,NetIncomeToCommon,TotalRevenue,DebtToEquity,ReturnOnAssets,ReturnOnEquity,FreeCashFlow,OperatingCashFlow,GrossMargin,sharpe_ratio
MU,0.24450283347230853,0.4661324912231316,"Micron Technology, Inc.","Micron Technology, Inc.",Semiconductors,48000,0.33,1.179,12024646,116960976896,0.03098,2.5922103,778000000,25110999040,31.194,0.01165,0.01743,363500000,8506999808,0.22353001,0.5245350583280155
MSFT,0.2890770526732572,0.290173952767578,Microsoft Corporation,Microsoft Corporation,Software - Infrastructure,228000,0.88,0.896,17429735,3059155730432,0.35608003,10.633965,90511998976,254189993984,33.657,0.14592,0.35604,61280874496,122144997376,0.69348997,0.9962198533539658
MAA,0.13318396429327786,0.26223289112169224,"Mid-America Apartment Communities, Inc.","Mid-America Apartment Communities, Inc.",REIT - Residential,2427,3.17,0.871,565305,18596777984,0.23878999,3.046075,517459008,2183429888,79.953,0.036259998,0.08611,954962112,1124096000,0.59748,0.5078842845517509
MRNA,0.4401902744237167,0.7286006932361287,"Moderna, Inc.","Moderna, Inc.",Biotechnology,5600,,1.661,5689437,20484462592,-1.16178,1.7472131,-5866999808,5049999872,10.835,-0.15424,-0.40941003,-2352375040,-3240999936,-0.62990004,0.6041584622553434
MHK,-0.004148228515902931,0.4560862842641841,"Mohawk Industries, Inc.","Mohawk Industries, Inc.","Furnishings, Fixtures & Appliances",43300,,1.376,854464,8864755712,0.052160002,1.128957,563984000,10812014592,32.986,0.04316,0.07457,486964512,1033228992,0.25636998,-0.00909527135330407
MOH,0.2799048871289909,0.3754205063344996,"Molina Healthcare, Inc.","Molina Healthcare, Inc.",Healthcare Plans,18000,,0.578,442962,19069908992,0.030469999,3.983916,1144000000,37544001536,53.019,0.06901,0.26454002,-191500000,178000000,0.12425,0.7455769794300894
TAP,0.014777408588286009,0.3060951832939348,Molson Coors Beverage Company,Molson Coors Beverage Company,Beverages - Brewers,16500,2.65,0.817,1377975,11605156864,0.09791,0.9679929,1168800000,11937899520,55.463,0.04335,0.0879,784662528,2079200000,0.39141,0.048277168001352275
MDLZ,0.11624285623851664,0.20855924922649458,"Mondelez International, Inc.","Mondelez International, Inc.",Confectioners,91000,2.18,0.549,5307242,92332974080,0.10556,3.3149304,3816000000,36151001088,73.232,0.05356,0.13552,4272000000,5015000064,0.38771,0.5573613094103409
MPWR,0.42494946194883454,0.48208986511797036,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",Semiconductors,3564,0.65,1.117,626613,37216911360,0.21292,15.825642,434241984,2039447040,,0.11851,0.20214,,,0.5532,0.8814735440348799
MNST,0.11578950239647144,0.27378643217010806,Monster Beverage Corporation,Monster Beverage Corporation,Beverages - Non-Alcoholic,5254,,0.741,4634679,52999663616,0.22841999,9.071249,1687090944,7385830912,13.772,0.14955,0.24615,1139860992,1803024000,0.53735,0.4229190668021471
MCO,0.22274351247813584,0.2975056369295171,Moody's Corporation,Moody's Corporation,Financial Data & Stock Exchanges,15776,0.82,1.287,454511,83764977664,0.29046,21.45078,2003000064,6896000000,197.861,0.120950006,0.54016,1952999936,2640999936,0.72897005,0.7487035028210461
MS,0.20288098999760515,0.3305392892022276,Morgan Stanley,Morgan Stanley,Capital Markets,80205,3.0,1.356,4793509,189796614144,0.19205,2.0741198,10618999808,58282000384,401.015,,,,,0.86546,0.6137878207678976
MOS,0.13045107337183734,0.47868999122507555,The Mosaic Company,The Mosaic Company,Agricultural Inputs,14049,1.4,1.359,3094734,8947355648,0.020079998,0.76840985,244800000,12193800192,37.417,0.02271,0.02269,156050000,1952499968,0.14452,0.27251681832324015
MSI,0.2896702446343129,0.26722597913975343,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",Communication Equipment,21000,1.3,0.977,551271,77095550976,0.14049,96.10857,1464000000,10421000192,838.8,0.13340999,2.51541,1866499968,2520999936,0.5059,1.0839898334990161
MSCI,0.29253578833938576,0.33990603402783776,MSCI Inc.,MSCI Inc.,Financial Data & Stock Exchanges,6118,0.88,1.11,537745,46107402240,0.43065,,1206993024,2802725120,,0.18283,,1122748416,1459947008,0.81969,0.8606372322164412
NDAQ,0.20686771018476524,0.2588423145345381,"Nasdaq, Inc.","Nasdaq, Inc.",Financial Data & Stock Exchanges,9120,1.4,0.961,2033325,43762073600,0.13667,3.95245,959000000,7016999936,93.096,0.043870002,0.10888,1464000000,1651000064,0.64685994,0.7992036022269545
NTAP,0.20477134317674395,0.3585616260326408,"NetApp, Inc.","NetApp, Inc.",Computer Hardware,11800,2.81,1.219,1412337,23836741632,0.17014,25.684025,1084999936,6376999936,285.038,0.09156,1.2042199,1226625024,1572999936,0.71115,0.5710910714079122
NFLX,0.29672061477189465,0.4462586730114554,"Netflix, Inc.","Netflix, Inc.",Entertainment,13000,,1.261,2192085,326539411456,0.20701,14.371907,7780861952,37587279872,81.461,0.1184,0.34714,21647300608,7487483904,0.45251,0.6649072224626049
NEM,0.1235386221053558,0.3401022517101785,Newmont Corporation,Newmont Corporation,Gold,21700,3.12,0.513,6772329,52368703488,-0.07141,1.7711382,-1292999936,16986999808,30.436,0.041279998,-0.05159,-1939250048,4467999744,0.38577,0.36323964773579465
NWSA,0.13045119743991532,0.31858170657151513,News Corporation,News Corporation,Entertainment,23900,1.08,1.354,1972472,16206443520,0.02638,1.9519205,266000000,10085000192,45.001,0.029240001,0.03943,438000000,1098000000,0.50412,0.40947485291542207
NWS,0.13733670832317252,0.32054687712397945,News Corporation,News Corporation,Entertainment,23900,1.07,1.354,427067,16206444544,0.02638,2.0878892,266000000,10085000192,45.001,0.029240001,0.03943,438000000,1098000000,0.50412,0.4284450048473071
NEE,0.16955414014258902,0.27074847483069725,"NextEra Energy, Inc.","NextEra Energy, Inc.",Utilities - Regulated Electric,16800,2.24,0.552,9048678,161735868416,0.26492,3.231439,6952999936,26246000640,139.015,0.030469999,0.09887999,-16568750080,14156999680,0.62109,0.626242272458279
NKE,0.09619923911227876,0.32603791958079215,"NIKE, Inc.","NIKE, Inc.",Footwear & Accessories,79400,1.08,1.017,5619137,116073234432,0.10599,8.338324,5301000192,50012000256,86.962,0.106479995,0.3798,6571749888,7888999936,0.44965,0.29505537035682317
NI,0.11208844869846388,0.25238696792450793,NiSource Inc.,NiSource Inc.,Utilities - Regulated Gas,7364,3.44,0.506,2426012,16444623872,0.14631,1.9702476,740800000,5289299968,131.811,0.029679999,0.08756,-968075008,1640899968,0.51491,0.4441134564919014
NDSN,0.12999796727502483,0.29462404575484014,Nordson Corporation,Nordson Corporation,Specialty Industrial Machinery,7700,0.93,0.903,130963,14488648704,0.17746,5.077043,472894016,2664752128,56.526,0.09146,0.17406,450169760,623022016,0.55067,0.44123339268512235
NSC,0.14254968718685693,0.2965161638027676,Norfolk Southern Corporation,Norfolk Southern Corporation,Railroads,20700,1.98,1.305,849561,57037365248,0.19849001,4.137631,2412999936,12172000256,128.64,0.06767,0.18303,48000000,3774000128,0.48373002,0.4807484535031153
NTRS,0.0835156898508889,0.32637646084140176,Northern Trust Corporation,Northern Trust Corporation,Asset Management,23300,3.15,1.095,801964,20089393152,0.21493,1.693287,1631900032,7857600000,,0.01118,0.13732,,4952000000,,0.2558876018067744
NOC,0.1303046152185056,0.2691642406262805,Northrop Grumman Corporation,Northrop Grumman Corporation,Aerospace & Defense,101000,1.59,0.337,388049,74726973440,0.05795,5.0710382,2375000064,40985001984,122.722,0.04161,0.15484,2600624896,4240000000,0.16871999,0.4841081969704373
NCLH,0.11038853710688737,0.6862304946378962,Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line Holdings Ltd.,Travel Services,41000,,2.718,10592825,11405870080,0.0587,10.046475,549235968,9356740608,1256.517,0.04403,0.69788,176065872,1909566976,0.39049998,0.1608621854747743
NRG,0.2468958796409335,0.3419997087963885,"NRG Energy, Inc.","NRG Energy, Inc.",Utilities - Independent Power Producers,18131,2.97,1.086,2210011,18832175104,0.07191,6.368649,2007000064,28841000960,301.573,0.05429,0.59641,1813374976,2130000000,0.20828,0.7219183914215681
NUE,0.20272680936968207,0.37265089586518707,Nucor Corporation,Nucor Corporation,Steel,32000,1.95,1.561,1227565,34321448960,0.080520004,1.6702472,2508421120,31362945024,32.19,0.066139996,0.13221,1018827008,4765954048,0.15609999,0.544012671428065
NVDA,0.6279870695245695,0.518807356990424,NVIDIA Corporation,NVIDIA Corporation,Semiconductors,29600,0.09,1.669,157294904,3431992393728,0.55041003,59.083614,53007998976,96307003392,17.221,0.55258,1.23767,33725874176,48663998464,0.75975996,1.2104436474599969
NVR,0.2040420670764548,0.34996853098472763,"NVR, Inc.","NVR, Inc.",Residential Construction,6300,,1.189,11706,28971466752,0.15898,6.7849193,1634571008,10281399296,23.759,0.19962,0.38716,,,0.25788,0.58302975556782
NXPI,0.20870740978544913,0.4204557061946942,NXP Semiconductors N.V.,NXP Semiconductors N.V.,Semiconductors,34200,1.44,1.493,5959953,57225764864,0.21214001,6.6842213,2780999936,13109000192,108.935,0.09925,0.31456,2039374976,3736999936,0.5719,0.4963838204845437
ORLY,0.267237669829526,0.27049784963468765,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",Specialty Retail,92709,,0.924,260339,67227885568,0.14522,,2388054016,16444893184,,0.14369,,1426241792,2941518080,0.51207,0.9879474834658961
OXY,0.135562976628063,0.5558126950238123,Occidental Petroleum Corporation,Occidental Petroleum Corporation,Oil & Gas E&P,12570,3.96,1.598,7964091,47132872704,0.17045,1.9203658,3689999872,27121999872,64.525,0.045440003,0.14427,2996250112,10769000448,0.60825,0.24390046834438564
ODFL,0.2780528961293642,0.33373199939113296,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",Trucking,22686,0.35,0.992,1265715,44361617408,0.21027,10.613176,1245744000,5924531200,1.437,0.1901,0.30241,,,0.40243,0.8331622278853966
OMC,0.1258729328108378,0.2940170580563753,Omnicom Group Inc.,Omnicom Group Inc.,Advertising Agencies,75900,3.67,0.964,1068873,20129695744,0.094519995,5.094554,1458300032,15427800064,155.236,0.05077,0.33923998,1281712512,1609500032,0.18731001,0.4281143877941352
ON,0.315439967385935,0.5305689030621401,ON Semiconductor Corporation,ON Semiconductor Corporation,Semiconductors,30000,,1.65,5018659,29890947072,0.23795,3.4809341,1755600000,7377900032,42.376,0.09557,0.2183,489150016,1937900032,0.45798,0.5945315783970677
OKE,0.24654313394154784,0.43106838711031364,"ONEOK, Inc.","ONEOK, Inc.",Oil & Gas Midstream,4775,6.99,1.631,3042264,57606385664,0.14047,3.4111664,2799000064,19932999680,166.619,0.06003,0.16875,1275750016,4784999936,0.39216,0.571935083419735
ORCL,0.25461925096032306,0.3023675946199734,Oracle Corporation,Oracle Corporation,Software - Infrastructure,159000,1.49,1.008,5454461,476012675072,0.20396,44.012295,10976000000,53815001088,749.978,0.072909996,1.55578,10339500032,19125999616,0.71310997,0.8420851159011857
OTIS,0.2226722878578963,0.26012943557004564,Otis Worldwide Corporation,Otis Worldwide Corporation,Specialty Industrial Machinery,71000,,0.932,1622392,40010014720,0.11481,,1631000064,14206000128,,0.14079,,1182499968,1470000000,0.30001,0.8560057318001477
PCAR,0.18653744721907017,0.2658806247150652,PACCAR Inc,PACCAR Inc,Farm & Heavy Construction Machinery,32400,1.41,0.901,3413527,56661209088,0.13514,3.0356743,4707299840,34832900096,83.654,0.084580004,0.27142,-217475008,4381899776,0.18491,0.701583454676232
PKG,0.16025606587951252,0.2866806460521464,Packaging Corporation of America,Packaging Corporation of America,Packaging & Containers,14900,2.99,0.786,450272,20891123712,0.09458,5.0262537,767699968,8175099904,76.584,,,,,0.21266001,0.5590055278805337
PLTR,0.6290056942047018,0.7123518271556946,Palantir Technologies Inc.,Palantir Technologies Inc.,Software - Infrastructure,3735,,,201350475,116475166720,0.18009001,25.57779,476572000,2646338048,5.552,0.045819998,0.12409,717738496,994710016,0.81101996,0.8829986394731654
PANW,0.37169159872014584,0.39048179828437496,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",Software - Infrastructure,15289,,1.127,1350620,119868776448,0.3211,23.03421,2577600000,8027500032,27.28,0.032190003,0.74517995,2498700032,3257600000,0.74347997,0.9518794482949373
PARA,-0.09025831380869476,0.5304003596495678,Paramount Global,Paramount Global,Entertainment,21900,3.29,1.771,6892924,7829784064,-0.17623,0.44838881,-5768000000,29269000192,92.889,0.03167,-0.29097998,15854874624,1195000064,0.34303,-0.17017015951559283
PH,0.24145195881654205,0.34188697971448007,Parker-Hannifin Corporation,Parker-Hannifin Corporation,Specialty Industrial Machinery,61120,1.47,1.431,783149,84112089088,0.14468999,6.5215225,2891808000,19986102272,78.976,0.08564,0.24641001,2480105984,3478344960,0.36115003,0.7062332675499539
PAYX,0.17365852981114152,0.26844827216036965,"Paychex, Inc.","Paychex, Inc.",Software - Application,16000,2.72,0.993,2101175,50299338752,0.31983998,13.062902,1698599936,5310799872,22.517,0.120349996,0.45672,1181175040,1750800000,0.71773005,0.6468975509270508
PAYC,0.22296032238105978,0.47319686983770254,"Paycom Software, Inc.","Paycom Software, Inc.",Software - Application,7308,,1.177,909107,12601453568,0.25779,8.119033,470192000,1823922048,5.516,0.10079,0.32584998,289266496,507980992,0.85616994,0.4711787769380869
PYPL,0.10118271920166906,0.4134602805794051,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",Credit Services,27200,,1.441,6564398,79451299840,0.14076,3.95183,4428000256,31456999424,65.718,0.04343,0.22188,3762625024,7670000128,0.40096,0.24472173980019565
PNR,0.1738507753261973,0.31135243683548264,Pentair plc,Pentair plc,Specialty Industrial Machinery,10500,1.45,1.195,1390378,16901480448,0.16290002,4.8306966,667299968,4094500096,49.774,0.08383001,0.20408002,572000000,798700032,0.38723,0.5583729393390274
PEP,0.10544324893543898,0.2063844546654613,"PepsiCo, Inc.","PepsiCo, Inc.",Beverages - Non-Alcoholic,318000,2.76,0.539,3369759,230288539648,0.1018,11.84712,9356999680,91919998976,229.605,0.08717,0.48819,6066874880,12032000000,0.54883,0.5109069338887812
PFE,0.04327207180971018,0.2541175937451619,Pfizer Inc.,Pfizer Inc.,Drug Manufacturers - General,88000,4.23,0.617,28047455,158619058176,0.071609996,1.8086069,4273999872,59375001600,79.407,,,,,0.69778997,0.1702836516432032
PCG,0.1330528595749048,0.6991446845961743,PG&E Corporation,PG&E Corporation,Utilities - Regulated Electric,28010,3.32,1.015,7843075,52931645440,0.10167,1.6479402,2519000064,24775999488,228.678,0.02319,0.09972,-6309499904,5258999808,0.36091,0.19030804711296073
PM,0.11936055452899862,0.25409002129740044,Philip Morris International Inc.,Philip Morris International Inc.,Tobacco,82700,5.36,0.576,3332403,205532971008,0.26417,,9804999680,37219000320,,0.1299,,9127624704,11516999680,0.64123,0.46975695432483233
PSX,0.14731795246882717,0.38562652487764587,Phillips 66,Phillips 66,Oil & Gas Refining & Marketing,14000,4.26,1.318,1525451,50318577664,0.0228,1.7519088,3358000128,147738001408,67.143,0.0287,0.11121,921124992,5183000064,0.09941,0.38202235314484445
PNW,0.0799320949802605,0.2517736585231491,Pinnacle West Capital Corporation,Pinnacle West Capital Corporation,Utilities - Regulated Electric,6133,4.35,0.516,1334259,9851296768,0.12655,1.5860327,618857984,4890038784,177.478,0.025559999,0.10266,-126306624,1307222016,0.41786,0.31747600384061314
PNC,0.12550933609245055,0.3262745950205186,"The PNC Financial Services Group, Inc.","The PNC Financial Services Group, Inc.",Banks - Regional,53749,3.55,1.127,1523032,74912636928,0.25107,1.5156868,4730999808,20483999744,,0.00928,0.099020004,,10944000000,,0.38467394644856606
POOL,0.2176971459425297,0.3350161620589139,Pool Corporation,Pool Corporation,Industrial Distribution,6000,0.94,1.003,452001,14053516288,0.084189996,9.817626,446124000,5326523904,86.515,0.11703,0.31463,464911744,626830016,0.29642,0.6498108765995798
PPG,0.0684827446940333,0.2849745403665232,"PPG Industries, Inc.","PPG Industries, Inc.",Specialty Chemicals,53000,1.76,1.25,1315308,29080846336,0.08242,3.7132473,1486000000,18030000128,91.282,0.06677,0.19149,1043875008,1972000000,0.42723,0.24031179980482975
PPL,0.08715880781390542,0.2516297348176733,PPL Corporation,PPL Corporation,Utilities - Regulated Electric,6629,4.7,0.837,4080552,24050442240,0.09949,1.7061934,822000000,8281999872,117.528,0.0304,0.05864,-685124992,1939000064,0.42466,0.34637721919891235
PFG,0.12632242523425427,0.352691593763813,"Principal Financial Group, Inc.","Principal Financial Group, Inc.",Asset Management,19800,3.84,1.194,1495775,18881331200,-0.01465,1.6843846,-206100000,14066499584,36.258,-0.00055,-0.01274,1036400000,4087899904,0.35688,0.3581668161868599
PG,0.13856635393248948,0.2021630852395234,The Procter & Gamble Company,The Procter & Gamble Company,Household & Personal Products,108000,2.41,0.407,4385912,390371409920,0.17063,7.6471667,14030999552,83905003520,69.338,0.10601,0.28766,13264499712,19243999232,0.51756,0.6854186745731332
PGR,0.2785306739495961,0.2631647805495329,The Progressive Corporation,The Progressive Corporation,Insurance - Property & Casualty,61432,1.66,0.351,1966499,145322377216,0.112720005,5.350603,8083899904,71959396352,25.375,0.06895,0.36411,14565612544,14549000192,0.1521,1.0583888671119919
PLD,0.1572962909917083,0.2882600280753113,"Prologis, Inc.","Prologis, Inc.",REIT - Industrial,2574,2.43,1.081,2369355,105982205952,0.37427,1.9993011,3077850880,8239209984,57.079,0.021140002,0.05662,5016193536,4651180032,0.75426,0.5456750005956872
PRU,0.11905244851821789,0.34998993277625157,"Prudential Financial, Inc.","Prudential Financial, Inc.",Insurance - Life,40366,5.02,1.285,1798135,42775789568,0.056199998,1.4063542,4056000000,72965996544,141.51,0.00453,0.13773,19628875776,7282999808,0.2572,0.34015963708969904
PEG,0.14409934232403787,0.2329559126404121,Public Service Enterprise Group Incorporated,Public Service Enterprise Group Incorporated,Utilities - Regulated Electric,12543,3.39,0.627,2613716,41741287424,0.19482,2.6366642,2032000000,10430000128,136.261,,,,2476000000,0.36174,0.6185691562440309
PTC,0.2240970522280239,0.34469547379171867,PTC Inc.,PTC Inc.,Software - Application,7452,,1.175,879699,22824450048,0.13316,7.565706,295412992,2218544896,66.058,0.05256,0.10524999,3354500,701638976,0.79813004,0.6501305333746098
PSA,0.14238435599759522,0.24434824232442467,Public Storage,Public Storage,REIT - Industrial,6200,3.3,0.672,629266,59642122240,0.40367,11.3385935,1697944064,4698625024,97.567,0.06983,0.19163999,2154306304,3151319040,0.73433,0.5827107845881268
PHM,0.29279533649801887,0.3961265325794877,"PulteGroup, Inc.","PulteGroup, Inc.",Residential Construction,6382,1.05,1.63,1305401,27329226752,0.16635,2.3666263,2878568960,17318807552,19.411,0.14166,0.26705,983120384,1401602048,0.29654,0.739145985984329
QRVO,0.1408576819986404,0.4188134490683872,"Qorvo, Inc.","Qorvo, Inc.",Semiconductors,8700,,1.451,1144149,6787017728,-0.03577,1.9931159,-141224000,3948028928,57.517,0.034059998,-0.03908,854672128,904222016,0.39294997,0.3363255939176873
PWR,0.3630597706257791,0.3397428620494983,"Quanta Services, Inc.","Quanta Services, Inc.",Engineering & Construction,52500,0.24,1.011,531237,46441684992,0.03539,6.567856,810611968,22903320576,70.631,0.04328,0.12696,1833279744,2372719104,0.14146,1.0686310477153858
QCOM,0.2468379573876264,0.39952198812546924,QUALCOMM Incorporated,QUALCOMM Incorporated,Semiconductors,50000,2.2,1.282,5353682,184823742464,0.23326,7.5052023,8824000512,37348999168,58.995,0.12084,0.38924,11305249792,13644999680,0.55894,0.6178332225111659
DGX,0.11946884360992759,0.2543853376927944,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Diagnostics & Research,50000,1.9,0.888,611882,17199872000,0.08816,2.534748,838000000,9539000320,100.708,0.056550004,0.13224,853249984,1396999936,0.32970002,0.4696373017937173
RL,0.19474977506973354,0.4040027134134099,Ralph Lauren Corporation,Ralph Lauren Corporation,Apparel Manufacturing,14800,2.23,1.507,763389,12595996672,0.10272,5.3610315,682800000,6647099904,113.316,0.07511,0.28403,773475008,1076300032,0.67140996,0.4820506610569445
RJF,0.20219812896410744,0.333065535535039,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",Asset Management,,1.46,1.03,1187143,29773285376,0.16187,2.7078748,2059000064,12775999488,45.916,,0.19348,,,0.93394,0.6070821126517784
RTX,0.13450786759382544,0.302784759704777,RTX Corporation,RTX Corporation,Aerospace & Defense,185000,2.6,0.543,8089484,158364762112,0.05969,2.59131,4718000128,79042002944,69.597,0.03175,0.073460005,8086624768,10309000192,0.19209999,0.4442359243079939
O,0.10395651396751941,0.2837618333203585,Realty Income Corporation,Realty Income Corporation,REIT - Retail,418,4.72,,5506802,51479085056,0.17557,1.3385826,866686016,5009674240,67.613,0.02237,0.02513,,,0.92749,0.3663512909791348
REG,0.09992484925027469,0.3388979229816523,Regency Centers Corporation,Regency Centers Corporation,REIT - Retail,492,4.24,1.217,893660,13359163392,0.27096,2.02435,390032992,1489812992,66.82,0.02743,0.0583,626702400,770718976,0.71022004,0.2948523507347803
REGN,0.1777485872595196,0.3068804232198947,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",Biotechnology,14165,,0.115,633130,91146059776,0.33613998,3.0489266,4654499840,13847100416,9.221,0.073460005,0.17166,2223950080,4247399936,0.50754,0.5792112295548879
RF,0.15956487056808422,0.39133110032857965,Regions Financial Corporation,Regions Financial Corporation,Banks - Regional,20101,3.98,1.186,4104838,21517819904,0.26693,1.2686647,1632999936,6556000256,,0.01125,0.10042,,,,0.40774901466841296
RSG,0.19876330852526977,0.20433836758959925,"Republic Services, Inc.","Republic Services, Inc.",Waste Management,41000,1.46,0.704,730639,63300546560,0.12458,5.640067,1970599936,15817600000,114.003,0.063260004,0.18284,1426762496,3812499968,0.4234,0.9727165332184378
RMD,0.23056260255460403,0.3434475683051907,ResMed Inc.,ResMed Inc.,Medical Instruments & Supplies,,0.84,0.689,759319,36073648128,0.23149,6.9429846,1112883968,4807484928,16.366,0.13271,0.23565,1120541440,1440514944,0.5833,0.6713181976869435
RVTY,0.11807370224945372,0.3114523914169036,"Revvity, Inc.","Revvity, Inc.",Diagnostics & Research,11000,0.23,1.047,855889,15535527936,0.093439996,1.9562044,258255008,2721554944,41.849,0.01729,0.03308,785302656,650681984,0.55441004,0.3791067447332673
ROK,0.11909775317719155,0.3288632010871098,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",Specialty Industrial Machinery,29000,1.73,1.361,792683,30545317888,0.115600005,9.184579,1011800000,8791600128,117.229,0.08180001,0.25676,1091162496,1271000064,0.39828,0.3621498324637567
ROL,0.1676799389766567,0.27058044786326196,"Rollins, Inc.","Rollins, Inc.",Personal Services,20000,1.05,0.696,1402659,23513006080,0.14182,17.842705,469507008,3310625024,63.703,0.14863,0.38792,447092736,572320000,0.52636003,0.6197045658723792
ROP,0.14400561875755055,0.24655306079492226,"Roper Technologies, Inc.","Roper Technologies, Inc.",Software - Application,16800,0.53,1.021,417642,58193178624,0.21784,3.1429532,1464499968,6775600128,45.241,0.040489998,0.08238,2049949952,2292800000,0.69679,0.5840755669114627
ROST,0.15608997986975892,0.3465642228659696,"Ross Stores, Inc.","Ross Stores, Inc.",Apparel Retail,108000,0.95,1.091,1935010,47216369664,0.09824,9.211651,2072147968,21092935680,114.299,0.11096,0.43236,1099991552,2359250944,0.32478002,0.4503926532835596
RCL,0.2582569617142415,0.5886195565595401,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd.,Travel Services,98100,2.52,2.622,1434175,56670785536,0.16207,8.044043,2601999872,16055000064,298.394,0.0731,0.44263,-1615020032,4913999872,0.48726,0.4387502230196768
SPGI,0.2046367678625753,0.2762577136675403,S&P Global Inc.,S&P Global Inc.,Financial Data & Stock Exchanges,40450,0.83,1.176,859750,151957012480,0.25792,4.4703593,3551000064,13767999488,31.362,0.05667,0.099309996,4448374784,5282999808,0.68703,0.740745896814463
CRM,0.22087821413513872,0.3740157672913501,"Salesforce, Inc.","Salesforce, Inc.",Software - Application,72682,,1.3,3901438,284400418816,0.15445,4.9449797,5632000000,36465000448,21.148,0.04705,0.09734,12935749632,12074000384,0.7635,0.5905585631716949
SBAC,0.11009972901262806,0.2901023407703743,SBA Communications Corporation,SBA Communications Corporation,REIT - Specialty,1787,0.96,,681057,24553953280,0.25759,,685433984,2660957952,,0.085839994,,810531648,1457308032,0.77515,0.3795203055592567
SLB,0.05444939771654189,0.44772326047485,Schlumberger Limited,Schlumberger Limited,Oil & Gas Equipment & Services,111000,2.94,1.525,10798784,57262682112,0.12441,2.6619837,4478000128,35995000832,57.141,0.08113,0.21722999,3437125120,7233999872,0.20417,0.12161395782473643
STX,0.24176576952962692,0.37449019672475686,Seagate Technology Holdings plc,Seagate Technology Holdings plc,Computer Hardware,30000,3.89,1.062,1519503,21502025728,0.11342,,824000000,7264999936,,0.07903,,211250000,886000000,0.28919,0.6455863775449379
SRE,0.1346819480170079,0.258392631094891,Sempra,Sempra,Utilities - Diversified,16835,3.12,0.759,4273539,52076257280,0.22381,1.8208585,2972000000,13475999744,93.667,0.01952,0.1042,-4350750208,5000999936,0.37838,0.5212298332437656
NOW,0.3755383693974929,0.41267504965279106,"ServiceNow, Inc.","ServiceNow, Inc.",Software - Application,22668,,0.988,822000,200342044672,0.12768,21.565248,1336000000,10464000000,24.166,0.04698,0.16221,3431500032,4236999936,0.79243,0.9100098726914954
SHW,0.1894813240264134,0.28202596661147394,The Sherwin-Williams Company,The Sherwin-Williams Company,Specialty Chemicals,64088,0.84,1.169,2582424,95253315584,0.11094,22.804342,2557499904,23053500416,291.114,0.10068,0.64452004,1918649984,3137299968,0.48455003,0.6718577239642889
SPG,0.1433280780918242,0.42353103149208327,"Simon Property Group, Inc.","Simon Property Group, Inc.",REIT - Retail,2500,6.26,1.768,894062,65478733824,0.41486,21.293041,2447808000,5908359168,780.789,0.057540003,0.81232,,,0.82615,0.3384122235078856
SWKS,0.09347885266421982,0.3975367337975855,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",Semiconductors,9750,1.91,1.199,1736366,14147643392,0.17848,2.2325277,780300032,4371800064,18.951,0.06361,0.12777,1140899968,1714099968,0.40466,0.2351451946873836
SJM,0.04987825151008094,0.24028892440011146,The J. M. Smucker Company,The J. M. Smucker Company,Packaged Foods,9000,3.08,0.235,955132,12384593920,0.08771,1.5940342,745299968,8498599936,111.438,0.05377,0.10090999,540987520,1184400000,0.3843,0.20757615705594212
SW,0.059748201812704634,0.3562567556034159,Smurfit Westrock Plc,Smurfit Westrock Plc,Packaging & Containers,100000,3.29,1.046,4262871,26911369216,0.01345,1.494233,221000000,16432000000,77.362,,,,1312999936,0.22400999,0.16771107038098157
SNA,0.15856516853288363,0.2942754745091256,Snap-on Incorporated,Snap-on Incorporated,Tools & Accessories,13200,2.52,0.974,272644,17605505024,0.20402001,3.2048256,1041100032,5103000064,23.352,0.114029996,0.20599002,818550016,1220899968,0.51687,0.5388324283475634
SOLV,0.15752779833307273,0.3410878260743651,Solventum Corporation,Solventum Corporation,Health Information Services,,,,891764,12635538432,0.12891,4.407229,1058000000,8207000064,289.71,0.06782,0.14497,2203249920,1836999936,0.56976,0.46183940407983953
SO,0.1694729551432661,0.24246513680794443,The Southern Company,The Southern Company,Utilities - Regulated Electric,27819,3.98,0.51,4437101,97186816000,0.17867,2.918723,4721999872,26428000256,176.35,0.03464,0.12713,476249984,9427999744,0.49830002,0.6989580332017171
